raw_affiliation,DOI
"Department of Pathology, Ciberonc, Madrid, Spain",1
"Department of Pathology, Hospital Universitario Virgen del Rocío, Sevilla, Spain",1
"Department of Preventive Medicine and Epidemiology, Hospital Universitari Vall d'Hebron, Barcelona, Spain",1
"Department of Preventive Medicine University of Valencia.  Av. de Blasco Ibáñez, 13. Valencia 46010 Spain",1
Department of Preventive Medicine University of Valencia  Valencia 46020 Spain,1
"Department of Pneumology, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",1
"Department of Pneumology, Hospital General Universitario Morales Meseguer, Murcia, Spain",1
"Department of Pneumology, Hospital Clinic of Barcelona, August Pi i Sunyer Biomedical Research Institute – IDIBAPS, University of Barcelona, Barcelona, Spain",1
"Department of Plastic Surgery, Hospital del Mar and Hospital de Sant Pau, Barcelona, Spain",1
Department of Plastic Surgery Hospital del Mar and Hospital de Sant Pau  Barcelona Spain,1
"Department of Physiology, Genetics, and Microbiology, University of Alicante, Alicante, Spain",1
"Department of Physical Therapy, Occupational Therapy, Physical Medicine and Rehabilitation, Universidad Rey Juan Carlos (URJC), 28922 Madrid, Spain",1
"Department of Pharmacy, University Hospital Virgen del Rocío, Seville, Spain",1
"Department of Pharmacy, Hospital del Mar, Universitat Pompeu Fabra (UPF), 08003 Barcelona, Spain.",1
"Department of Pharmacy, Hospital del Mar, 08003 Barcelona, Spain.",1
"Department of Pharmacy, Hospital del Mar, 08003 Barcelona, Spain",1
"Department of Pediatric Gastroenterology, Hospital Universitario Puerta de Hierro, Majadahonda, Spain",1
"Department of Pharmacy, Hospital Universitario de La Princesa, Madrid, Spain",1
"Department of Pharmacy, Hospital Universitario de La Princesa, Instituto de Investigación Sanitaria La Princesa, Universidad Autónoma de Madrid, Diego de León 62, 28006, Madrid, Spain",1
"Department of Pharmacy, Hospital Universitario Central de Asturias, Oviedo, Spain",1
"Department of Pharmacy, Hospital Universitari del Mar, Barcelona, Spain",1
"Department of Pharmacy, Hospital Universitari Joan XXIII, 43005 Tarragona, Spain",1
"Department of Pharmacy, Hospital Del Mar, Barcelona, Spain",1
Department of Pharmacy Hospital Universitario Central de Asturias  Oviedo Spain,1
"Department of Pharmacology and Physiology, Unit of Clinical Genetics and Functional Genomics, School of Medicine, University of Zaragoza, CIBERER-GCV02 and IIS-Aragon, Zaragoza, Spain",1
"Department of Personality, Assessment and Clinical Psychology. Universidad Complutense de Madrid, Spain",1
"Department of Pediatrics, Universidad Autónoma de Madrid, Madrid, Spain",1
"Department of Pediatrics, Universidad Autónoma de Madrid, 28049 Madrid, Spain",1
"Department of Pediatrics, New York University School of Medicine, New York, NY, USA",1
"Department of Pediatrics, Hospital General de Tomelloso, Tomelloso, Spain",1
"Department of Pediatrics &amp; Pediatric Endocrinology, Hospital Infantil Universitario Niño Jesús, Instituto de Investigación La Princesa Universidad Autónoma de Madrid Madrid Spain",1
"Department of Pediatrics &amp; Pediatric Endocrinology, Hospital Infantil Universitario Niño Jesús, Instituto de Investigación La Princesa Universidad Autónoma de Madrid  Madrid Spain",1
"Department of Pharmacy, Hospital Universitario y Politécnico La Fe, Valencia, Spain",1
"Department of Orthopaedic Surgery, Hospital de Poniente, El Ejido, Spain",1
"Department of Orthopaedic Surgery, Hospital San Rafael, La Coruña, Spain",1
"Department of Orthopaedic Surgery, Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain",1
"Department of Orthopaedic Surgery and Traumatology, Hospital del Mar, Barcelona 08003, Spain",1
"Department of Orthopaedic Surgery and Traumatology, Hospital Universitario Infanta Leonor, Madrid 28031, Spain",1
"Department of Organization and Communication, Parc Sanitari Pere Virgili, Barcelona, Spain",1
"Department of Ophthalmology, Esperanza Hospital, Barcelona, Spain",1
"Department of Ophthalmology, Esperanza Hospital, Barcelona",1
"Department of Ophthalmology, Creu Groga Ophthalmologic Institute, Calella, Spain",1
"Department of Ophthalmology, Consorci Parc de Salut Mar de Barcelona, Barcelona, Spain",1
"Department of Ophthalmology, BioCruces Bizkaia Health Research Institute, Cruces University Hospital, Barakaldo, Spain.",1
"Department of Oncology‐Radiotherapy, Hospital del Mar, Parc de Salut Mar  Barcelona Spain",1
"Department of Oncology, Hospital Universitario Marques de Valdecilla, IDIVAL, Santander, Spain",1
"Department of Oncology, Hospital Costa del Sol, Marbella, Spain",1
"Department of Pathology and Molecular Genetics and Research Laboratory, Hospital Universitari Arnau de Vilanova, University of Lleida, IRBLleida, CIBERONC, Lleida, Spain",1
Department of Oncology Hospital del Mar – Parc de Salut Mar Barcelona Spain,1
Department of Oncology Clínica Universidad de Navarra Pamplona Spain,1
Department of Oncology,1
"Department of Obstetrics and Gynecology, Parc de Salut Mar, Universitat Autònoma de Barcelona, 08003, Barcelona, Spain",1
"Department of Obstetrics and Gynecology, Parc Sanitari Sant Joan de Déu, Sant Boi, Barcelona, Spain",1
"Department of Obstetrics and Gynecology, Parc Sanitari Sant Joan de Deu, Sant Boi, Barcelona, Spain, and",1
"Department of Obstetrics and Gynecology, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",1
"Department of Obstetrics and Gynecology, Hospital del Mar, Barcelona, Catalunya, Spain",1
"Department of Obstetrics and Gynecology, Hospital Universitario, Ramón y Cajal, Madrid, Spain",1
"Department of Obstetrics and Gynecology, Hospital Puerta Hierro, Madrid, Spain",1
"Department of Nutrition, University of Alcalá, 28034 Madrid, Spain",1
"Department of Nutrition, Harvard T.H. Chan School of Public Health, Harvard University, Boston, MA 02115, USA",1
"Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, Massachusetts, United States of America",1
"Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA, USA;",1
"Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA 02115, USA",1
"Department of Oncology, Clinica Universidad de Navarra, Pamplona, Spain.",1
"Department of Pathology Hospital del Mar, Universitat Autònoma  Barcelona Spain",1
Department of Pathology Hospital del Mar – Parc de Salut Mar Barcelona Spain,1
"Department of Pathology Hospital de la Santa Creu i Sant Pau, Universitat Autònoma  Barcelona Spain",1
"Department of Pathological Anatomy, Consorci Parc de Salut MAR/Hospital del Mar, Barcelona, Spain",1
"Department of Paediatrics, Universidad Autónoma de Madrid, Madrid, Spain",1
"Department of Paediatrics, Unit of Clinical Genetics, Service of Paediatrics, University Hospital \Lozano Blesa\, School of Medicine, University of Zaragoza, CIBERER-GCV02 and IIS-Aragon, Zaragoza, Spain",1
"Department of Paediatrics, Obstetrics and Gynecology and Preventive Medicine, Universitat Autònoma de Barcelona, Badalona, Spain",1
"Department of Paediatric Cardiology, Hospital Universitari Joan XXIII, Universitat Rovira i Virgili, Tarragona, Spain",1
"Department of Paediatric Cardiology, Hospital Sant Joan de Déu, Barcelona, Spain",1
"Department of Paediatric Cardiology, Consorci Sanitari del Maresme, Hospital de Mataró, Barcelona, Spain",1
Department of Outcomes Research Outcomes'10  Castellón de la Plana Spain,1
"Department of Orthopedics, Sant Joan de Déu Hospital Palma Inca, Palma, Spain",1
"Department of Orthopedics, Sant Joan de Déu Hospital Palma Inca, Palma, Mallorca, Spain",1
"Department of Orthopedics, Hospital del Mar, ICATKNEE-Dexeus, Universitat Autònoma de Barcelona (UAB), Barcelona, Spain",1
"Department of Orthopedics, Hospital del Mar, Barcelona, Spain.",1
"Department of Orthopaedic Surgery, Parc de Salut Mar, Barcelona, Spain",1
"Department of Orthopedics, Hospital 12 de Octubre, Madrid, Spain",1
"Department of Orthopedics, Consorci Sanitari Igualada, Igualada, Spain",1
"Department of Orthopedic Surgery, Parc de Salut Mar, Hospital del Mar I L'Esperança, Barcelona, Spain",1
"Department of Orthopedic Surgery, Hospitals del Mar i l’Esperança, Barcelona, Spain.",1
"Department of Orthopedic Surgery and Traumatology, Parc de Salut Mar, 08003 Barcelona, Spain",1
"Department of Orthopedic Surgery and Traumatology, Hospital de la Santa Cruz y San Pablo, 08025 Barcelona, Spain",1
"Department of Orthopedic Surgery and Traumatology, Hospital de Poniente, 04700 El Ejido, Spain",1
"Department of Orthopedic Surgery and Traumatology, Hospital San Rafael, 15006 A Coruña, Spain",1
"Department of Orthopedic Surgery and Traumatology, Hospital Galdakao-Usansolo, 48960 Galdakao, Spain",1
"Department of Orthopedic Surgery and Traumatology, Hospital Clínico Universitario Lozano Blesa, 50009 Zaragoza, Spain",1
"Department of Orthopedic Surgery and Traumatology, Consorci Corporació Sanitària Parc Taulí. Universitat Autònoma de Barcelona (UAB), Parc del Taulí, 1, 08208, Sabadell, Spain",1
"Department of Orthopedic Surgery and Traumatology, Althaia Xarxa Assistencial Universitària de Manresa, Carrer Dr. Joan Soler, 1-3, 08243, Manresa, Spain",1
"Department of Orthopaedics and Trauma Surgery, Hospital del Mar, Universitat Pompeu Fabra de Barcelona, Barcelona, Spain",1
"Department of Orthopaedics and Trauma Surgery, Hospital de la Santa Creu i Sant Pau, Universitat Autònoma de Barcelona, Sant Antoni Maria Claret, 167, 08025, Barcelona, Spain",1
"Department of Orthopaedics and Trauma Surgery, Hospital Univesitario Marqués de Valdecilla, Universidad de Cantabria, Santander, Spain",1
"Department of Orthopedics, Hospital Universitario Virgen de la Victoria, Málaga, Spain",1
"Department of Radiation Oncology, Hospital Universitari Sant Joan de Reus, Universitat Rovira i Virgili, Tarragona, Spain",1
"Department of Radiation Oncology, Hospital Universitari Arnau de Vilanova, Lleida, Spain.",1
"Department of Radiation Oncology, Hospital Fundación Jiménez Díaz, Madrid 28040, Spain.",1
"Department of Radiation Oncology, Hospital Clínico de Salamanca, Salamanca 37007, Spain.",1
"Department of Radiation Oncology, Hospital Clínico Universitario Lozano Blesa, Zaragoza 50009, Spain.",1
"Department of Radiation Oncology, Hospital Clínico Universitario (HCU) Virgen de la Arrixaca; IMIB. Ciudad de Murcia ,",1
"Department of Radiation Oncology, Hospital Clínico San Carlos , Madrid ,",1
"Department of Radiation Oncology, Hospital Clínic Barcelona, Barcelona, Spain.",1
"Department of Radiation Oncology, Hospital Clínic Barcelona , Barcelona ,",1
"Department of Radiation Oncology, HM Hospitales, Madrid, Spain",1
"Department of Radiation Oncology, Consorci Parc de Salut MAR de Barcelona, Barcelona, Spain.",1
"Department of Radiation Oncology, Complexo Hospitalario Universitario de Santiago, SERGAS, Santiago de Compostela, 15706, Spain",1
"Department of Radiation Oncology, Complejo Hospitalario de Albacete, Albacete, Spain",1
Department of Pulmonology,1
"Department of Preventive Medicine and Public Health University of Granada  Av. del Hospicio, 1. Granada 18010 Spain",1
"Department of Pulmonary Medicine, Dr. Josep Trueta University Hospital de Girona, Santa Caterina Hospital de Salt, and the Girona Biomedical Research Institute (IDIBGI-CERCA), 17190 Girona, Spain",1
"Department of Pulmonary Medicine Hospital del Mar, Pulmonary Hypertension Unit Barcelona Catalunya Spain",1
"Department of Public Health, Universitat Miguel Hernández, Alacant, Spain",1
"Department of Public Health, Miguel Hernández University, Elche, Spain",1
"Department of Public Health, Mental Health and Maternal and Child Health Nursing, Nursing School, Universitat de Barcelona, L'Hospitalet de Llobregat, Spain",1
"Department of Public Health, Mental Health and Maternal and Child Health Nursing, Nursing School Universitat de Barcelona  L'Hospitalet de Llobregat Spain",1
"Department of Public Health and Psychiatry, University of Malaga, Málaga, Spain",1
"Department of Psychosis Studies, Early Psychosis: Interventions and Clinical-detection (EPIC) Lab, Institute of Psychiatry, Psychology & Neuroscience, King’s College London , London , UK",1
"Department of Psychology, University of the Balearic Islands (UIB), Palma, Spain",1
"Department of Psychology, University of Cadiz, 11510, Cádiz, Spain",1
"Department of Psychology, University of Balearic Islands, Palma de Mallorca, Spain.",1
"Department of Psychology and Sociology, University of Zaragoza, Teruel, Spain.",1
"Department of Psychobiology and Methodology of Health Sciences, Institute of Neurosciences, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Barcelona, Spain",1
"Department of Psychiatry. Universidad Autonoma de Madrid, Spain",1
"Department of Psychiatry, Warneford Hospital, University of Oxford, Oxford, UK",1
"Department of Pulmonary Medicine, Hospital del Mar, Pulmonary Hypertension Unit, Barcelona, Catalunya, Spain",1
"Department of Radiation Physics, Hospital Universitari Arnau de Vilanova, Lleida, Spain.",1
"Department of Radiation Oncology, Thoracic Malignancies Unit, Hospital Duran i Reynals. ICO, L´Hospitalet de L, Lobregat 08908, Spain.",1
"Department of Radiation Oncology, Sant Joan University Hospital of Reus, Reus, Spain.",1
"Department of Radiation Oncology, Institut Catalá d’Oncologia (ICO) L’Hospitalet de Llobregat , Barcelona ,",1
"Department of Radiation Oncology, Institut Catalá d'Oncologia, L'Hospitalet de Llobregat, Barcelona 08908, Spain.",1
"Department of Radiation Oncology, ICO Girona, Girona, Spain.",1
"Department of Radiation Oncology, ICO Duran i Reynals, Hospitalet de Llobregat, Barcelona, Spain.",1
"Department of Radiation Oncology, Hospitalario Clínico Universitario de Santiago de Compostela, Santiago de Compostela 15706, Spain.",1
"Department of Radiation Oncology, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",1
"Department of Radiation Oncology, Hospital del Mar, Barcelona, Spain",1
"Department of Radiation Oncology, Hospital del Mar , Barcelona ,",1
"Department of Radiation Oncology, Hospital de la Santa Creu i Sant Pau, Barcelona, Spain.",1
"Department of Radiation Oncology, Hospital de Terrassa, Terrassa, Consorci Sanitari de Terrassa, Institut Oncològic del Vallès, Barcelona, Spain.",1
"Department of Radiation Oncology, Hospital Vall d'Hebron, Barcelona, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Arnau de Vilanova, Lleida 25198, Spain.",1
"Department of Radiation Oncology, Hospital Universitario de Badajoz, Badajoz 06080, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Son Espases , Palma de Mallorca ,",1
"Department of Radiation Oncology, Hospital Universitario Sant Joan, Reus, Spain",1
"Department of Radiation Oncology, Hospital Universitario Sant Joan de Reus, Reus 43204, Tarragona, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Reina Sofía , Córdoba ,",1
"Department of Radiation Oncology, Hospital Universitario Regional de Málaga , Málaga ,",1
"Department of Radiation Oncology, Hospital Universitario Ramón y Cajal, Madrid 28034, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Ramón y Cajal , Madrid ,",1
"Department of Radiation Oncology, Hospital Universitario Quirónsalud, Madrid 28223, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Quirónsalud Madrid, Madrid 28223, Spain.",1
"Department of Radiation Oncology, Hospital Universitario QuirónSalud Dexeus , Barcelona ,",1
"Department of Radiation Oncology, Hospital Universitario Miguel Servet , Zaragoza ,",1
"Department of Radiation Oncology, Hospital Universitario Marqués de Valdecilla , Santander ,",1
"Department of Radiation Oncology, Hospital Universitario La Princesa, Madrid 28006, Spain.",1
"Department of Radiation Oncology, Hospital Universitario Gregorio Marañón, Universidad Complutense , Madrid ,",1
"Department of Radiation Oncology, Hospital Universitario y Politécnico La Fe de Valencia , Valencia ,",1
Department of Psychiatry Autonoma University of Barcelona  Barcelona Spain,1
"Department of Psychiatry (Pei, Vigo) and School of Population and Public Health (Pei, Vigo, Puyat), University of British Columbia, Vancouver; Department of Clinical, Neuro-, and Developmental Psychology, Vrije Universiteit Amsterdam, Amsterdam (Amanvermez, Cuijpers); Department of Health Care Policy, Harvard Medical School, Boston (Kessler); Health Services Research Unit, Hospital del Mar Research Institute, Barcelona, Spain, and Consorcio Centro de Investigación Biomédica en Red en Epidemiología y...",1
"Department of Preventive Medicine, University of Valencia, 46100, Valencia, Spain",1
"Department of Preventive Medicine, University of Valencia , Valencia , Spain",1
"Department of Preventive Medicine, University of Malaga, Campus de Teatinos , Malaga , Spain",1
"Department of Preventive Medicine, Universidad de Valencia, 46010 Valencia, Spain",1
"Department of Preventive Medicine and Public Health. University of Valencia, Valencia Spain and CIBEROBN, Madrid, Spain",1
"Department of Preventive Medicine and Public Health, University of Navarra, Pamplona, Navarra, Spain",1
"Department of Preventive Medicine and Public Health, University of Navarra, Instituto de Investigación Sanitario de Navarra (IdiSNA), Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, University of Navarra, IdiSNA, 31008 Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, University of Navarra, IDISNA, Pamplona, 31008 Spain",1
"Department of Preventive Medicine and Public Health, University of Navarra, IDISNA, 31008, Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, University of Granada, 18016 Granada, Spain",1
"Department of Preventive Medicine and Public Health, Universidad de Navarra, 31008, Pamplona, Spain",1
"Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, Feixa Llarga S/N, L'Hospitalet del Llobregat, 08907, Barcelona, Spain",1
"Department of Preventive Medicine and Public Health, School of Medicine, University of Valencia, 46010 Valencia, Spain",1
"Department of Preventive Medicine and Public Health, School of Medicine, University of Navarra, 31009 Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, School of Medicine, University of Navarra, 31008 Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, School of Medicine, Instituto de Investigación Biomédica de Málaga-IBIMA, Universidad de Málaga, 29010, Málaga, Spain",1
"Department of Preventive Medicine and Public Health, School of Medicine University of Valencia Valencia Spain",1
"Department of Preventive Medicine and Public Health, Navarra Health Research Institute (IDISNA), University of Navarra, Pamplona, 31008 Spain",1
"Department of Preventive Medicine and Public Health, Navarra Health Research Institute (IDISNA) University of Navarra  Pamplona 31008 Spain",1
"Department of Preventive Medicine and Public Health, Instituto de Investigación Sanitaria de Navarra (IdiSNA), University of Navarra, Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, Instituto de Investigación Sanitaria de Navarra (IdiSNA), University of Navarra, 31008 Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, IdiSNA, University of Navarre, Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, IdiSNA, University of Navarra , Pamplona , Spain",1
"Department of Preventive Medicine and Public Health, IDISNA, University of Navarra, 31008, Pamplona, Spain",1
"Department of Preventive Medicine and Public Health, Edificio de Investigación, University of Navarra, Planta 2, Calle Irunlarrea 1, 31008, Pamplona, Spain",1
"Department of Preventive Medicine and Public Health University of Navarra IDISNA. C/ Irunlarrea, 1 Pamplona Navarra 31008 Spain",1
Department of Preventive Medicine and Public Health University of Navarra IDISNA  Pamplona 31008 Spain,1
"Department of Preventive Medicine and Public Health, School of Medicine, University of Valencia, Valencia, Spain",1
"Department of Psychiatry, University Hospital of Bellvitge-IDIBELL and Department of Clinical Sciences, School of Medicine and Health Sciences., University of Barcelona, Campus de Bellvitge, Feixa Llarga, s/n., 08907 L'Hospitalet de Llobregat Barcelona, Spain",1
"Department of Psychiatry, Universidad de Sevilla, Seville, Spain",1
"Department of Psychiatry, Universidad Autónoma de Madrid (UAM), Madrid, Spain",1
"Department of Psychiatry, The Zucker Hillside Hospital, Northwell Health, Glen Oaks, NY, USA",1
"Department of Psychiatry, Navarra University Hospital, Pamplona, Spain",1
"Department of Psychiatry, Institut de Neuropsiquiatria i Addiccions, Parc de Salut Mar, Barcelona, Spain",1
"Department of Psychiatry, Institut d'Investigació Biomèdica Sant Pau Hospital de la Santa Creu i Sant Pau  Barcelona Spain",1
"Department of Psychiatry, IIS-Fundación Jiménez Díaz Hospital (Madrid), Madrid, Spain",1
"Department of Psychiatry, Hospital de la Santa Creu i Sant Pau, Av. Sant Antoni Mª Claret 167, 08025, Barcelona, Spain",1
"Department of Psychiatry, Hospital Universitario de Alava, BIOARABA, EHU, CIBERSAM, Vitoria, Spain",1
"Department of Psychiatry, Hospital Universitari Vall d'Hebron, Barcelona, Catalonia, Spain",1
"Department of Psychiatry, Hospital Universitari Mútua de Terrassa, 08221 Barcelona, Spain",1
"Department of Psychiatry, Consorci Sanitari de Mataró, 08304 Mataró, Spain",1
"Department of Psychiatry, Complejo Hospitalario de Navarra, Pamplona, Spain",1
"Department of Psychiatry, Clinical Psychology and Mental Health, La Paz University Hospital, Madrid, Spain",1
"Department of Psychiatry Autonomous, University of Barcelona, CIBERSAM, 28029 Madrid, Spain",1
"Department of Psychiatry, BIOARABA, Araba University Hospital, University of the Basque Country, Vitoria, Spain",1
"Department of Psychiatry at Hospital de la Santa Creu i Sant Pau, Institut d'Investigació Biomèdica Sant Pau (IIB SANT PAU), Barcelona, Spain.",1
"Department of Psychiatry and Psychology Institute of Neurosciences, Hospital Clínic  Barcelona Spain",1
"Department of Psychiatry and Molecular Medicine, Zucker School of Medicine at Hofstra/Northwell, Hempstead, NY, USA",1
"Department of Psychiatry and Forensic Medicine, Universitat Autònoma de Barcelona, Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Universitat Autònoma de Barcelona (UAB), Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Universitat Autonoma de Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Universitat Autonoma de Barcelona, Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Universitat Autonoma Barcelona, Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Institute of Neurosciences, Universitat Autonoma de Barcelona, Cerdanyola del Valles, 08193, Barcelona, Spain",1
"Department of Psychiatry and Forensic Medicine, Autonomous Universtiy of Barcelona (UAB), Barcelona, Spain",1
Department of Psychiatry and Forensic Medicine Universitat Autónoma Barcelona  Barcelona Spain,1
"Department of Psychiatry and Clinical Psychology, Clínica Universidad de Navarra , 31009 Pamplona ,",1
"Department of Psychiatry University Hospital of Bellvitge‐IDIBELL and Department of Clinical Sciences School of Medicine and Health Sciences., University of Barcelona  Campus de Bellvitge, Feixa Llarga, s/n. 08907 L'Hospitalet de Llobregat Barcelona Spain",1
"Department of Psychiatry Hospital Universitario de Alava, UPV/EHU, BIOARABA Vitoria Spain",1
"Department of Psychiatry, Basurto University Hospital, OSI Bilbao-Basurto, 48013 Bilbao, Spain",1
"Department of Nephrology, Fundación Puigvert, Barcelona, Spain",1
"Department of Nephrology, Complejo Hospitalario Universitario A Coruña, A Coruña, Spain",1
"Department of Nephrology, Clínica Universidad de Navarra, Navarra Institute for Health Research (IdiSNA), Pamplona, Spain",1
"Department of Nephrology and Renal Transplantation, Hospital Clínic, IDIBAPS, CSUR National Unit of Expertise for Complex Glomerular Diseases of Spain, 08035 Barcelona, Spain",1
"Department of Nephrology and Renal Transplant, Complejo Hospitalario Universitario de Albacete, Albacete, Spain",1
"Department of Nephrology and Kidney Transplantation, Hospital Clínic, Barcelona, Spain",1
"Department of Nephrology and Kidney Transplantation, Hospital Clínic of Barcelona, Institut D’Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), University of Barcelona, Barcelona, Spain",1
"Department of Nephrology and Kidney Transplantation, Hospital Clínic of Barcelona, Institut D'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), University of Barcelona, Barcelona, Spain",1
"Department of Nephrology , Hospital del Mar, Barcelona , Spain",1
"Department of Molecular Medicine and Medical Biotechnology, University of Naples Federico II, Naples, Italy",1
"Department of Microbiology, University Hospital Son Espases, Palma, Spain",1
"Department of Microbiology, Parc Sanitari Sant Joan de Déu, Sant Boi, Barcelona, Spain",1
"Department of Microbiology, Parc Sanitari Sant Joan de Deu , Sant Boi, Barcelona , Spain",1
"Department of Microbiology, Hospital Universitario Virgen del Rocio, Sevilla, Spain",1
"Department of Nutrition, Harvard T. H. Chan School of Public Health, Harvard University, Boston, MA 02138, USA",1
"Department of Mental Health, Jerez de la Frontera University Hospital, Cádiz, Spain",1
"Department of Mental Health, Biomedical Research Institute of Malaga (IBIMA) University General Hospital of Málaga  Málaga Spain",1
"Department of Medicine, University of the Balearic Islands (UIB), Palma, Spain",1
"Department of Medicine, University of Zaragoza, Building A, 50009, Saragossa, Spain",1
"Department of Medicine, University of Seville, Seville, Spain",1
"Department of Medicine, University of Salamanca (USAL) and Institute of Biomedical Research of Salamanca (IBSAL), Salamanca, Spain",1
"Department of Medicine, University of Granada, 18012 Granada, Spain",1
"Department of Medicine, Universitat de Lleida, Lleida, Spain",1
"Department of Medicine, Universitat de Barcelona, Spain",1
"Department of Medicine, Universitat Pompeu Fabra, Barcelona, Spain",1
"Department of Medicine, Universitat Internacional de Catalunya, Barcelona, Spain",1
"Department of Medicine, Universitat Autònoma de Barcelona, Barcelona, Spain",1
"Department of Medicine, Universitat Autònoma de Barcelona, 08193 Barcelona, Spain",1
"Department of Medicine, Universitat Autònoma de Barcelona (UAB), Barcelona, Spain",1
"Department of Medicine, Universidad Complutense de Madrid, Madrid, Spain",1
"Department of Microbiology, Hospital Universitari Vall d'Hebron, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitario Doctor Peset , Valencia , Spain",1
"Department of Nephrology, Hospital Universitario Doce de Octubre, Madrid, Spain",1
"Department of Nephrology, Hospital Universitario Cruces, Barakaldo, Spain",1
"Department of Nephrology, Hospital Universitario Bellvitge, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitari de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitari Vall d'Hebrón, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitari Germans Trias i Pujol, Badalona, Barcelona, Spain",1
"Department of Nephrology, Hospital Universitari Arnau de Vilanova, Lleida, Spain",1
"Department of Nephrology, Hospital San Pedro, Logroño, Spain",1
"Department of Nephrology, Hospital Regional Universitario de Málaga, University of Málaga, IBIMA, REDinREN, Málaga, Spain",1
"Department of Nephrology, Hospital Regional Universitario de Málaga, Málaga, Spain",1
"Department of Nephrology, Hospital Regional Universitario de Málaga, Malaga, Spain",1
"Department of Nephrology, Hospital Regional Universitario de Málaga and University of Málaga, Instituto de Investigación Biomédica de Málaga (IBIMA), Red de Investigación Renal (REDinREN) (RD16/0009/0006), Málaga, Spain",1
"Department of Nephrology, Hospital Puigvert, Barcelona, Spain",1
"Department of Nephrology, Hospital Belvitge, Barcelona, Spain",1
"Department of Nephrology, Hospital La Paz, Madrid, Spain",1
"Department of Nephrology, Hospital Germans Trias i Pujol, Barcelona, Spain",1
"Department of Nephrology, Hospital General, C/ Luis Erik Clavería Neurólogo s/n, 40002, Segovia, Spain",1
"Department of Nephrology, Hospital General de Segovia, Segovia, Spain",1
"Department of Nephrology, Hospital General de Albacete, Albacete, Spain",1
"Department of Nephrology, Hospital General Universitario, Alicante, Spain",1
"Department of Nephrology, Hospital General Universitario de Elche , Elche , Spain",1
"Department of Nephrology, Hospital General Universitario de Alicante, Alicante, Spain",1
"Department of Nephrology, Hospital General Universitario Gregorio Marañón, Instituto de investigación Sanitaria Gregorio Marañón (IiSGM), Madrid, Spain",1
"Department of Nephrology, Hospital Doctor Peset, Valencia, Spain",1
"Department of Nephrology, Hospital Clínico Universitario, Avda. Ramón y Cajal 3, 47003, Valladolid, Spain",1
"Department of Nephrology, Hospital Clínico Universitario de Valladolid , Valladolid , Spain",1
"Department of Nephrology, Hospital Clínico Universitario Valladolid, Valladolid, Spain",1
"Department of Nephrology, Hospital Clinic, Barcelona, Spain",1
"Department of Nephrology, Hospital Clinic de Barcelona, Barcelona, Spain",1
"Department of Nephrology, Hospital Miguel Servet, Zaragoza, Spain",1
"Department of Medical Oncology. Hospital, Universitario Fundación Jiménez Díaz, IIS-FJD, Oncohealth Institute, Universidad Autónoma de Madrid, Madrid, Spain",1
"Department of Medical Oncology, Xerencia de Xestión Integrada de A Coruña, Coruña, Spain",1
"Department of Medical Oncology, Virgen del Rocío University Hospital, Sevilla, Spain",1
"Department of Medical Oncology, Vall Hebron University Hospital, Vall Hebron Institute of Oncology (VHIO), Barcelona, Spain",1
"Department of Medical Oncology, Valencian Institute of Oncology (IVO Foundation), Valencia, Spain.",1
"Department of Medical Oncology, Valencia Institute of Oncology Foundation, Valencia, Spain",1
"Department of Medical Oncology, University Hospital of Segovia, Segovia, Spain",1
"Department of Medical Oncology, University Hospital of Ourense, Ourense, Spain",1
"Department of Medical Oncology, University Hospital of León, León, Spain",1
